index_id,product_id,ticket_id,paid_by,item,rating,food_rating,service_rating,price
1938,2856455,1229604,U1099,Easy Chinese Soy Sauce Chicken,1,1,1,5
1939,2856455,1229604,U1099,Grilled Salmon and Spinach Salad with Peach Dressing,1,1,1,5
1940,2856455,2618085,U1068,Mexican-style Lasagna,0,0,0,2
1941,2856455,2618085,U1103,Mexican Beef and Cheese Wontons with Salsa,0,0,0,2
1942,2856455,2618085,U1068,Layered Chicken and Black Bean Enchilada Casserole,0,0,0,2
1943,2856455,2618085,U1067,Mexican Bean Pizza,1,1,1,6
1944,2856455,2618085,U1067,Mexican-style Lasagna,1,1,1,6
1945,2856455,2618085,U1067,Lobster and Crab Enchiladas,1,1,1,6
1946,2856455,2618085,U1103,Cotija and Corn Tacos with Lime and Mango,1,1,1,6
1947,2856455,2618085,U1068,Mexican Style Jalapeno Burger,1,1,1,6
1948,2856455,2618085,U1067,Mexican Bean Pizza,1,1,1,6
1949,2856455,2618085,U1068,Mexican Style Jalapeno Burger,0,0,0,4
1950,2856455,2618085,U1068,Cilantro-Lime Rice,0,0,0,4
1951,2856455,9111315,U1120,Cilantro-Lime Rice,1,0,2,14
1952,2856455,9111315,U1069,Mexican Style Jalapeno Burger,1,0,2,14
1953,2856455,9111315,U1120,Lobster and Crab Enchiladas,1,0,2,14
1954,2856455,9111315,U1069,Roasted Vegetables,1,0,2,14
1955,2856455,9111315,U1069,Curried Chicken Salad,1,0,2,14
1956,2856455,9111315,U1111,Sherry's Wild West Soup,1,0,2,14
1957,2856455,9111315,U1037,Mexican Beef and Cheese Wontons with Salsa,1,0,2,14
1958,2856455,9111315,U1120,Mexican Style Jalapeno Burger,1,0,2,14
1959,2856455,9111315,U1069,Roasted Vegetables,1,0,2,14
1960,2856455,9111315,U1037,Mexican Beef and Cheese Wontons with Salsa,1,0,2,14
1961,2856455,9111315,U1037,Mexican Beef and Cheese Wontons with Salsa,1,0,2,14
1962,2856455,9111315,U1111,Lobster and Crab Enchiladas,1,0,2,14
1963,2856455,9111315,U1037,Cowboy Nachos,1,0,2,14
1964,2856455,9111315,U1037,Lobster and Crab Enchiladas,1,0,2,14
1965,2856455,9111315,U1120,Mexican Style Jalapeno Burger,1,0,2,14
1966,2856455,1704323,U1095,Sesame Beef and Asian Vegetable Stir-Fry,1,1,1,8
1967,2856455,1704323,U1084,Lobster and Crab Enchiladas,1,1,1,8
1968,2856455,1704323,U1083,Lemon Focaccia,1,1,1,8
1969,2856455,1704323,U1083,Sweet and Spicy Chinese Takeout Chicken,2,2,2,9
1970,2856455,1704323,U1084,Roasted-Garlic Mashed Potatoes,2,2,2,9
1971,2856455,1704323,U1095,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",2,2,2,9
1972,2856455,1704323,U1095,Dave's BBQ Sauce,2,2,2,9
1973,2856455,1704323,U1084,Mexican Beef and Cheese Wontons with Salsa,2,2,2,9
1974,2856455,1704323,U1083,Lemon Asparagus,2,2,2,9
1975,2856455,2860403,U1026,Mexican Beef and Cheese Wontons with Salsa,2,2,2,5
1976,2856455,2860403,U1026,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",2,2,2,5
1977,2856455,2860403,U1026,Baked Italian Chicken Breasts,2,2,2,5
1978,2856455,2860403,U1065,Pasta Calamari Capri,2,2,2,5
1979,2856455,2860403,U1065,Mexican Beef and Cheese Wontons with Salsa,2,2,2,5
1980,2856455,2860403,U1039,How To Make Panzanella (Italian Bread Salad),2,2,2,5
1981,2856455,2860403,U1026,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",2,2,2,5
1982,2856455,2860403,U1026,Pesto Tofu Pasta,0,2,0,8
1983,2856455,2860403,U1039,Slow-Cooker Cheesy Italian Tortellini,0,2,0,8
1984,2856455,2860403,U1026,Cilantro-Lime Rice,0,2,0,8
1985,2856455,2860403,U1065,Mexican-style Lasagna,0,2,0,8
1986,2856455,2860403,U1026,Layered Chicken and Black Bean Enchilada Casserole,0,2,0,8
1987,2856455,7135824,U1036,Mexican-style Lasagna,2,2,2,6
1988,2856455,7135824,U1104,How To Make Panzanella (Italian Bread Salad),2,2,2,6
1989,2856455,7135824,U1022,Spicy Italian White Bean and Sausage Soup,2,2,2,6
1990,2856455,7135824,U1071,Lobster and Crab Enchiladas,2,2,2,6
1991,2856455,7135824,U1116,Lobster and Crab Enchiladas,2,2,2,6
1992,2856455,7135824,U1055,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",2,2,2,6
1993,2856455,7224049,U1066,Japanese Beef and Vegetable Hot Pot (Sukiyaki),2,2,1,6
1994,2856455,7224049,U1066,How To Make Panzanella (Italian Bread Salad),2,2,1,6
1995,2856455,7224049,U1093,Fettuccine Carbonara,2,2,1,6
1996,2856455,7224049,U1066,Mexican-style Lasagna,2,2,2,14
1997,2856455,7224049,U1133,Udon Noodles with Bay Scallops and Baby Bok Choy,2,2,2,14
1998,2856455,7224049,U1066,Sherry's Wild West Soup,2,2,2,14
1999,1210442,7224049,U1030,Cilantro-Lime Rice,2,2,1,4
2000,1210442,7224049,U1133,Mexican Beef and Cheese Wontons with Salsa,2,2,1,4
2001,1210442,7224049,U1093,Yaki Udon With Beef,2,2,1,4
2002,1210442,7224049,U1133,Slow-Cooker Cheesy Italian Tortellini,2,2,2,11
2003,1210442,7224049,U1030,Miso-Glazed Sea Bass,2,2,2,11
2004,1210442,7224049,U1133,Spicy Italian White Bean and Sausage Soup,2,2,2,11
2005,3878729,7224049,U1066,Layered Chicken and Black Bean Enchilada Casserole,2,2,1,6
2006,2856455,4970026,U1085,"Phat Si Ew (Stir-Fried Rice Noodles with Pork, Chinese Broccoli, and Soy Sauce)",0,0,0,3
2007,2856455,4970026,U1032,Sushi Deviled Eggs | Elegant Appetizers,0,0,0,3
2008,2856455,4970026,U1095,Chinese Chicken Salad,0,0,0,3
2009,2856455,4970026,U1095,Dave's BBQ Sauce,2,2,2,4
2010,2856455,4970026,U1099,Mexican Bean Pizza,2,2,2,4
2011,2856455,4970026,U1032,Sherry's Wild West Soup,2,2,2,4
2012,2856455,4970026,U1099,Fried Rice,0,0,0,12
2013,2856455,4970026,U1085,Cowboy Nachos,0,0,0,12
2014,2856455,4970026,U1095,Cilantro-Lime Rice,2,2,2,8
2015,2856455,4970026,U1085,Udon Noodles with Bay Scallops and Baby Bok Choy,2,2,2,8
2016,2856455,4970026,U1062,Yaki Udon With Beef,2,2,2,8
2017,2856455,657330,U1082,Mexican Ham and Bean Soup,0,0,0,2
2018,2856455,657330,U1082,Mexican Ham and Bean Soup,2,2,1,3
2019,2856455,657330,U1082,Mexican Bean Pizza,2,2,1,3
2020,2856455,657330,U1082,Mexican-style Lasagna,2,2,1,3
2021,2856455,657330,U1070,Mexican Bean Pizza,1,1,1,4
2022,2856455,657330,U1082,Layered Chicken and Black Bean Enchilada Casserole,1,1,1,4
2023,2856455,657330,U1082,Sherry's Wild West Soup,1,1,1,4
2024,2856455,657330,U1070,Mexican Ham and Bean Soup,1,1,1,6
2025,2856455,657330,U1123,Mexican Bean Pizza,0,0,0,5
2026,2856455,657330,U1070,Mexican Bean Pizza,0,0,0,5
2027,2856455,657330,U1070,Lobster and Crab Enchiladas,0,0,0,5
2028,2856455,657330,U1082,Mexican Bean Pizza,0,0,0,5
2029,2856455,2825519,U1069,Bramblewood Blackberry Pie,1,0,2,14
2030,2856455,2825519,U1120,Lobster and Crab Enchiladas,1,0,2,14
2031,2856455,2825519,U1120,Bramblewood Blackberry Pie,1,0,2,14
2032,2856455,2825519,U1069,Mexican Beef and Cheese Wontons with Salsa,1,0,2,14
2033,2856455,2825519,U1111,The Munroe Melt,1,0,2,14
2034,2856455,2825519,U1069,Mexican Beef and Cheese Wontons with Salsa,1,0,2,14
2035,2856455,2825519,U1111,Lobster and Crab Enchiladas,1,0,2,14
2036,2856455,2825519,U1120,Dave's BBQ Sauce,1,0,2,14
2037,2856455,2825519,U1120,Roasted-Garlic Mashed Potatoes,1,0,2,14
2038,2856455,2825519,U1037,Grilled Salmon and Spinach Salad with Peach Dressing,1,0,2,14
2039,2856455,2825519,U1111,Layered Chicken and Black Bean Enchilada Casserole,1,0,2,14
2040,2856455,2825519,U1120,Sherry's Wild West Soup,1,0,2,14
2041,2856455,2825519,U1037,Grilled Salmon and Spinach Salad with Peach Dressing,1,0,2,14
2042,2856455,4052752,U1044,Mexican-style Lasagna,2,1,2,6
2043,2856455,4052752,U1118,Cilantro-Lime Rice,2,1,2,6
2044,2856455,4052752,U1044,Mexican Ham and Bean Soup,2,1,2,6
2045,2856455,4052752,U1035,Cowboy Nachos,2,1,2,6
2046,2856455,4052752,U1044,Cowboy Nachos,2,1,2,6
2047,2856455,4052752,U1035,Roasted Vegetables,2,1,2,6
2048,2856455,4052752,U1118,Mexican Bean Pizza,1,2,1,7
2049,2856455,4052752,U1035,Cotija and Corn Tacos with Lime and Mango,1,2,1,7
2050,2856455,4052752,U1044,Mexican Ham and Bean Soup,1,2,1,7
2051,2856455,4052752,U1044,Curried Chicken Salad,1,2,1,7
2052,2856455,4052752,U1118,Mexican Style Jalapeno Burger,1,2,1,7
2053,2856455,4052752,U1035,Grilled Salmon and Spinach Salad with Peach Dressing,1,2,1,7
2054,2856455,4052752,U1118,Mexican Ham and Bean Soup,1,2,1,7
2055,2856455,4052752,U1044,Cowboy Nachos,1,2,1,7
2056,2856455,4052752,U1118,Mexican Beef and Cheese Wontons with Salsa,1,2,1,7
2057,2856455,964525,U1135,Mexican-style Lasagna,2,2,2,6
2058,2856455,964525,U1132,"Phat Si Ew (Stir-Fried Rice Noodles with Pork, Chinese Broccoli, and Soy Sauce)",2,2,2,6
2059,2856455,964525,U1024,Bramblewood Blackberry Pie,2,2,2,6
2060,2856455,964525,U1071,Layered Chicken and Black Bean Enchilada Casserole,2,2,2,6
2061,2856455,964525,U1004,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",1,1,1,5
2062,2856455,964525,U1109,The Munroe Melt,1,1,1,5
2063,2856455,964525,U1108,Slow-Cooker Cheesy Italian Tortellini,2,2,2,11
2064,2856455,964525,U1132,Easy Chinese Soy Sauce Chicken,2,2,2,7
2065,2856455,964525,U1109,Pot Stickers,2,2,2,7
2066,2856455,964525,U1108,Cilantro-Lime Rice,2,2,2,8
2067,2856455,6636727,U1035,Cowboy Nachos,2,1,2,6
2068,2856455,6636727,U1035,Mexican-style Lasagna,2,1,2,6
2069,2856455,6636727,U1044,Mexican Bean Pizza,2,1,2,6
2070,2856455,6636727,U1118,Dave's BBQ Sauce,2,1,2,6
2071,2856455,6636727,U1035,Grilled Salmon and Spinach Salad with Peach Dressing,2,1,2,6
2072,2856455,6636727,U1035,The Munroe Melt,2,1,2,6
2073,2856455,6636727,U1118,Sherry's Wild West Soup,2,1,2,6
2074,2856455,6636727,U1044,Blackberry Limeade,2,1,2,6
2075,2856455,6636727,U1044,Mexican Style Jalapeno Burger,2,1,2,6
2076,2856455,6636727,U1035,Cilantro-Lime Rice,2,1,2,6
2077,2856455,6636727,U1118,The Munroe Melt,2,1,2,6
2078,2856455,6636727,U1118,Sherry's Wild West Soup,1,2,1,7
2079,2856455,6636727,U1118,Lobster and Crab Enchiladas,1,2,1,7
2080,2856455,1957535,U1026,Lemon Focaccia,2,2,2,5
2081,2856455,1957535,U1065,Spicy Italian White Bean and Sausage Soup,2,2,2,5
2082,2856455,1957535,U1026,Slow-Cooker Cheesy Italian Tortellini,2,2,2,5
2083,2856455,1957535,U1065,Lemon Focaccia,2,2,2,5
2084,2856455,1957535,U1026,Lobster and Crab Enchiladas,2,2,2,5
2085,2856455,1957535,U1129,Pizza Dough,2,2,2,5
2086,2856455,1957535,U1129,Pasta Calamari Capri,2,2,2,5
2087,2856455,1957535,U1065,"Prosciutto, Tomato, and Olive Spaghetti",2,2,2,5
2088,2856455,1957535,U1129,Layered Chicken and Black Bean Enchilada Casserole,2,2,2,5
2089,2856455,1957535,U1065,Sherry's Wild West Soup,2,2,2,5
2090,2856455,1957535,U1129,Pizza Dough,2,2,2,5
2091,2856455,1957535,U1065,Slow-Cooker Cheesy Italian Tortellini,0,2,0,8
2092,2856455,1957535,U1026,Lemon Focaccia,0,2,0,8
2093,2856455,7224578,U1003,Cotija and Corn Tacos with Lime and Mango,2,2,1,2
2094,2856455,7224578,U1048,Chinese Chicken Salad,2,2,1,2
2095,2856455,7224578,U1048,Mexican Style Jalapeno Burger,2,2,1,2
2096,2856455,7224578,U1048,Japanese Beef and Vegetable Hot Pot (Sukiyaki),1,1,1,8
2097,2856455,7224578,U1083,Sherry's Wild West Soup,2,2,2,9
2098,2856455,5660163,U1030,Mexican Style Jalapeno Burger,2,2,2,14
2099,2856455,5660163,U1030,Pizza Dough,2,2,2,14
2100,2856455,5660163,U1051,Mexican Bean Pizza,2,2,2,14
2101,2856455,5660163,U1020,Slow-Cooker Cheesy Italian Tortellini,2,2,2,14
2102,2856455,5660163,U1030,Mexican Ham and Bean Soup,2,2,2,14
2103,2856455,5660163,U1030,Slow-Cooker Cheesy Italian Tortellini,2,2,2,14
2104,2856455,5660163,U1051,Cotija and Corn Tacos with Lime and Mango,2,2,2,14
2105,2856455,5660163,U1051,Sherry's Wild West Soup,2,2,2,14
2106,2856455,5660163,U1020,Pizza Dough,2,2,2,14
2107,2856455,5660163,U1020,Spicy Italian White Bean and Sausage Soup,2,2,2,14
2108,1210442,5660163,U1030,Pasta Calamari Capri,2,2,2,11
2109,2856455,3139360,U1039,Slow-Cooker Cheesy Italian Tortellini,2,2,2,5
2110,2856455,3139360,U1026,Slow-Cooker Cheesy Italian Tortellini,2,2,2,5
2111,2856455,3139360,U1065,Cilantro-Lime Rice,2,2,2,5
2112,2856455,3139360,U1065,Lobster and Crab Enchiladas,2,2,2,5
2113,2856455,3139360,U1039,Pesto Tofu Pasta,0,2,0,8
2114,2856455,3139360,U1065,Mexican Style Jalapeno Burger,0,2,0,8
2115,2856455,3139360,U1039,Mexican Style Jalapeno Burger,0,2,0,8
2116,2856455,3139360,U1065,How To Make Panzanella (Italian Bread Salad),0,2,0,8
2117,2856455,9233803,U1031,Sherry's Wild West Soup,0,0,0,3
2118,2856455,9233803,U1031,Mexican Ham and Bean Soup,0,0,0,3
2119,2856455,9233803,U1026,Layered Chicken and Black Bean Enchilada Casserole,0,0,0,3
2120,2856455,9233803,U1026,Slow-Cooker Cheesy Italian Tortellini,0,0,0,2
2121,2856455,9233803,U1026,Pasta Calamari Capri,0,0,0,2
2122,2856455,9233803,U1026,Mexican-style Lasagna,0,0,0,2
2123,2856455,9233803,U1065,Cotija and Corn Tacos with Lime and Mango,0,0,0,4
2124,2856455,9233803,U1065,Pasta Calamari Capri,0,0,0,4
2125,2856455,9233803,U1026,Mexican Bean Pizza,0,0,0,4
2126,2856455,9233803,U1031,Pizza Dough,0,0,0,4
2127,2856455,9233803,U1026,Mexican Beef and Cheese Wontons with Salsa,0,0,0,4
2128,2856455,9233803,U1031,Baked Italian Chicken Breasts,0,0,0,4
2129,2856455,9233803,U1065,Pesto Tofu Pasta,0,0,0,4
2130,2856455,9233803,U1065,Spicy Italian White Bean and Sausage Soup,0,0,0,4
2131,2856455,9233803,U1065,Mexican Style Jalapeno Burger,0,2,0,8
2132,2856455,9413614,U1134,Wok-Fried Long Life Noodles with New Year Vegetables,1,2,1,5
2133,2856455,9413614,U1134,Blackberry Limeade,1,2,1,5
2134,2856455,9413614,U1046,Bramblewood Blackberry Pie,1,2,1,5
2135,2856455,9413614,U1083,Chinese Chicken Salad,1,2,1,5
2136,2856455,9413614,U1083,Lobster and Crab Enchiladas,1,1,1,8
2137,2856455,9413614,U1134,Blackberry Limeade,2,2,2,9
2138,2856455,9413614,U1134,The Best Chinese Sesame Chicken,2,2,2,9
2139,2856455,9413614,U1046,Layered Chicken and Black Bean Enchilada Casserole,2,2,2,9
2140,2856455,9413614,U1046,Chinese Chicken Salad,2,1,1,10
2141,2856455,9413614,U1083,Grilled Teriyaki-Glazed Salmon,2,2,2,32
2142,2856455,9413614,U1134,Mexican-style Lasagna,2,2,2,32
2143,2856455,3407029,U1050,Mexican Bean Pizza,0,0,0,2
2144,2856455,3407029,U1050,Mexican Style Jalapeno Burger,0,0,0,2
2145,2856455,3407029,U1050,Cilantro-Lime Rice,0,0,0,2
2146,2856455,3407029,U1082,Sherry's Wild West Soup,0,0,0,2
2147,2856455,3407029,U1123,Mexican Beef and Cheese Wontons with Salsa,0,0,0,2
2148,2856455,3407029,U1050,Layered Chicken and Black Bean Enchilada Casserole,0,0,0,6
2149,2856455,3407029,U1082,Mexican Ham and Bean Soup,0,0,0,6
2150,2856455,3407029,U1050,Layered Chicken and Black Bean Enchilada Casserole,0,0,0,6
2151,2856455,3407029,U1123,Mexican Ham and Bean Soup,0,0,0,6
2152,2856455,3407029,U1050,Mexican-style Lasagna,0,0,0,6
2153,2856455,3407029,U1082,Mexican Beef and Cheese Wontons with Salsa,0,0,0,6
2154,2856455,3407029,U1050,Cotija and Corn Tacos with Lime and Mango,0,0,0,6
2155,2856455,3407029,U1123,Sherry's Wild West Soup,0,0,0,6
2156,2856455,3407029,U1050,Layered Chicken and Black Bean Enchilada Casserole,1,1,1,4
2157,2856455,7573995,U1071,Sesame Beef and Asian Vegetable Stir-Fry,2,2,2,5
2158,2856455,7573995,U1045,Fried Rice,2,2,2,6
2159,2856455,7573995,U1075,Chinese Chicken Salad,1,1,1,11
2160,2856455,7573995,U1116,Pot Stickers,2,2,2,12
2161,2856455,8265912,U1099,Mexican Beef and Cheese Wontons with Salsa,2,2,2,5
2162,2856455,8265912,U1099,Roasted Vegetables,2,2,2,5
2163,2856455,8265912,U1071,Mexican Bean Pizza,2,2,2,5
2164,2856455,8265912,U1024,Pot Stickers,2,2,2,6
2165,2856455,8265912,U1024,"Prosciutto, Tomato, and Olive Spaghetti",1,1,1,11
2166,2856455,1252686,U1035,Udon Noodles with Bay Scallops and Baby Bok Choy,2,1,2,5
2167,2856455,1252686,U1035,Sherry's Wild West Soup,2,1,2,5
2168,2856455,1255228,U1128,The Munroe Melt,0,1,1,5
2169,2856455,1255228,U1089,MAMA’S BRAISED CHICKEN LEGS ON RICE W/ FRIED CHILI CAPERS,1,1,1,2
2170,2856455,1255228,U1047,Mexican Bean Pizza,1,1,1,14
2171,2856455,1255228,U1128,Grilled Teriyaki-Glazed Salmon,1,1,1,14
2172,2856455,1255228,U1047,Sweet and Spicy Chinese Takeout Chicken,1,1,1,14
2173,2856455,1255228,U1027,Cotija and Corn Tacos with Lime and Mango,1,1,1,14
2174,2856455,1255228,U1128,Roasted-Garlic Mashed Potatoes,1,1,1,12
2175,2856455,1255228,U1091,Japanese Beef and Vegetable Hot Pot (Sukiyaki),1,1,1,11
2176,2856455,1255228,U1027,Sweet and Spicy Chinese Takeout Chicken,1,1,1,11
2177,1210442,1255228,U1047,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",0,1,1,4
2178,1210442,1255228,U1027,Slow-Cooker Cheesy Italian Tortellini,1,1,1,5
2179,1210442,1255228,U1047,Spicy Italian White Bean and Sausage Soup,1,1,1,13
2180,1210442,1255228,U1089,Bramblewood Blackberry Pie,1,1,1,13
2181,2856455,6647173,U1050,Mexican Style Jalapeno Burger,0,0,0,2
2182,2856455,6647173,U1050,Cilantro-Lime Rice,0,0,0,6
2183,2856455,6647173,U1050,Sherry's Wild West Soup,0,0,0,6
2184,2856455,6647173,U1050,Lobster and Crab Enchiladas,0,0,0,6
2185,2856455,6647173,U1082,Sherry's Wild West Soup,1,1,1,4
2186,2856455,6647173,U1050,Sherry's Wild West Soup,1,1,1,4
2187,2856455,9400062,U1083,Dave's BBQ Sauce,1,2,1,5
2188,2856455,9400062,U1083,Grilled Salmon and Spinach Salad with Peach Dressing,1,2,1,5
2189,2856455,9400062,U1083,Sushi Deviled Eggs | Elegant Appetizers,1,1,1,8
2190,2856455,9400062,U1134,Miso Soup,1,1,1,8
2191,2856455,9400062,U1083,Fettuccine Carbonara,1,1,1,8
2192,2856455,9400062,U1134,Lemon Asparagus,1,1,1,8
2193,2856455,9400062,U1134,Cowboy Nachos,1,1,1,8
2194,2856455,9400062,U1083,"Phat Si Ew (Stir-Fried Rice Noodles with Pork, Chinese Broccoli, and Soy Sauce)",2,2,2,9
2195,2856455,9400062,U1046,Sushi Deviled Eggs | Elegant Appetizers,2,2,2,9
2196,2856455,9400062,U1134,Wok-Fried Long Life Noodles with New Year Vegetables,2,2,2,9
2197,2856455,5826637,U1089,Pot Stickers,2,2,1,6
2198,2856455,5826637,U1027,Wok-Fried Long Life Noodles with New Year Vegetables,2,2,1,6
2199,2856455,5826637,U1137,Cotija and Corn Tacos with Lime and Mango,2,2,1,6
2200,2856455,5826637,U1027,Fried Rice,1,1,1,2
2201,2856455,5826637,U1033,Miso-Glazed Sea Bass,1,1,1,2
2202,2856455,5826637,U1027,Mexican Style Jalapeno Burger,1,1,1,2
2203,2856455,2159470,U1018,Mexican-style Lasagna,2,2,2,6
2204,2856455,2159470,U1036,Chinese Chicken Salad,2,2,2,6
2205,2856455,2159470,U1053,"Phat Si Ew (Stir-Fried Rice Noodles with Pork, Chinese Broccoli, and Soy Sauce)",2,2,2,6
2206,2856455,2159470,U1022,Pesto Tofu Pasta,2,2,2,6
2207,2856455,288730,U1021,Mexican Bean Pizza,2,2,2,2
2208,2856455,288730,U1023,Layered Chicken and Black Bean Enchilada Casserole,2,2,2,2
2209,2856455,288730,U1023,Cotija and Corn Tacos with Lime and Mango,2,2,2,2
2210,2856455,288730,U1023,Mexican Bean Pizza,2,2,2,2
2211,2856455,7903754,U1021,Cotija and Corn Tacos with Lime and Mango,2,2,2,2
2212,2856455,7903754,U1023,Lobster and Crab Enchiladas,2,2,2,2
2213,2856455,7903754,U1080,Cotija and Corn Tacos with Lime and Mango,2,2,2,2
2214,2856455,7903754,U1023,Mexican Beef and Cheese Wontons with Salsa,2,2,2,2
2215,2856455,7903754,U1023,Mexican Bean Pizza,2,2,2,2
2216,2856455,7903754,U1080,Mexican Style Jalapeno Burger,2,2,2,2
2217,2856455,7903754,U1023,Cilantro-Lime Rice,2,2,2,2
2218,2856455,7903754,U1021,Cilantro-Lime Rice,2,2,2,3
2219,2856455,7903754,U1021,Mexican-style Lasagna,2,2,2,3
2220,2856455,7903754,U1023,Mexican Bean Pizza,2,2,2,3
2221,2856455,7903754,U1080,Mexican Style Jalapeno Burger,2,2,2,3
2222,2856455,7903754,U1080,Cilantro-Lime Rice,2,2,2,3
2223,2856455,686140,U1075,Cotija and Corn Tacos with Lime and Mango,2,2,2,5
2224,2856455,686140,U1071,Bramblewood Blackberry Pie,1,1,1,11
2225,2856455,686140,U1019,Miso Soup,1,1,1,11
2226,2856455,686140,U1114,Roasted Vegetables,1,1,1,11
2227,2856455,686140,U1089,Mexican Style Jalapeno Burger,1,1,1,11
2228,2856455,686140,U1099,"Phat Si Ew (Stir-Fried Rice Noodles with Pork, Chinese Broccoli, and Soy Sauce)",2,2,2,12
2229,2856455,686140,U1112,Slow-Cooker Cheesy Italian Tortellini,2,2,2,12
2230,2856455,686140,U1024,Easy Chinese Soy Sauce Chicken,2,2,2,11
2231,2856455,686140,U1135,Grilled Teriyaki-Glazed Salmon,2,2,2,11
2232,2856455,686140,U1135,Udon-Beef Noodle Bowl,2,2,2,13
2233,2856455,686140,U1024,Dave's BBQ Sauce,2,2,2,13
2234,2856455,686140,U1019,Sweet and Spicy Chinese Takeout Chicken,2,2,2,10
2235,2856455,686140,U1024,Mexican Style Jalapeno Burger,2,2,2,10
2236,1210442,686140,U1036,Bramblewood Blackberry Pie,2,2,2,5
2237,1210442,686140,U1135,Roasted-Garlic Mashed Potatoes,1,1,1,9
2238,2856455,7925007,U1055,Mexican Ham and Bean Soup,2,2,2,6
2239,2856455,7925007,U1101,Mexican Style Jalapeno Burger,2,2,2,6
2240,2856455,7925007,U1004,Easy Chinese Soy Sauce Chicken,2,2,2,6
2241,2856455,7925007,U1126,Baked Italian Chicken Breasts,1,1,1,5
2242,2856455,7925007,U1016,Layered Chicken and Black Bean Enchilada Casserole,1,1,1,5
2243,2856455,7925007,U1106,Sesame Beef and Asian Vegetable Stir-Fry,1,1,1,5
2244,2856455,7925007,U1016,"Prosciutto, Tomato, and Olive Spaghetti",2,2,2,11
2245,2856455,7925007,U1101,Wok-Fried Long Life Noodles with New Year Vegetables,2,2,2,11
2246,2856455,7925007,U1101,"Prosciutto, Nectarine and Fontina Panini on Rosemary Focaccia",2,2,2,11
2247,2856455,7925007,U1004,Pesto Tofu Pasta,2,2,2,7
2248,2856455,7925007,U1016,"Prosciutto, Tomato, and Olive Spaghetti",1,2,0,12
2249,2856455,7925007,U1024,Chinese Chicken Salad,1,2,0,12
2250,2856455,7925007,U1135,Sesame Beef and Asian Vegetable Stir-Fry,1,2,0,12
2251,2856455,7925007,U1016,Layered Chicken and Black Bean Enchilada Casserole,2,2,2,10
2252,2856455,7925007,U1004,Lemon Focaccia,2,2,2,10
2253,2856455,1695121,U1063,Mexican-style Lasagna,0,0,0,2
2254,2856455,1695121,U1063,Lobster and Crab Enchiladas,0,0,0,2
2255,2856455,1695121,U1068,Sherry's Wild West Soup,0,0,0,2
2256,2856455,1695121,U1103,Lobster and Crab Enchiladas,0,0,0,2
2257,2856455,1695121,U1067,Mexican Style Jalapeno Burger,0,0,0,2
2258,2856455,1695121,U1067,Sherry's Wild West Soup,0,0,0,2
2259,2856455,1695121,U1068,Layered Chicken and Black Bean Enchilada Casserole,1,2,1,2
2260,2856455,1695121,U1068,Mexican Bean Pizza,1,2,1,2
2261,2856455,1695121,U1063,Lobster and Crab Enchiladas,1,2,1,2
2262,2856455,1695121,U1103,Lobster and Crab Enchiladas,1,2,1,2
2263,2856455,1695121,U1068,Layered Chicken and Black Bean Enchilada Casserole,1,2,1,2
2264,2856455,1695121,U1068,Cotija and Corn Tacos with Lime and Mango,1,1,1,6
2265,2856455,3783096,U1106,Cotija and Corn Tacos with Lime and Mango,1,1,1,5
2266,2856455,3783096,U1024,Fried Rice,1,1,1,5
2267,2856455,3783096,U1135,Mexican Ham and Bean Soup,1,1,1,5
2268,2856455,3783096,U1055,MAMA’S BRAISED CHICKEN LEGS ON RICE W/ FRIED CHILI CAPERS,2,2,2,11
2269,2856455,3783096,U1024,Cowboy Nachos,2,2,2,7
2270,2856455,3783096,U1132,Chinese Chicken Salad,2,2,2,7
2271,2856455,3783096,U1024,Layered Chicken and Black Bean Enchilada Casserole,2,2,2,8
2272,2856455,3783096,U1004,Mexican Style Jalapeno Burger,2,2,2,8
2273,2856455,3783096,U1081,Dave's BBQ Sauce,0,1,1,8
2274,2856455,7264583,U1069,Mexican Beef and Cheese Wontons with Salsa,1,0,2,14
2275,2856455,7264583,U1111,Mexican Beef and Cheese Wontons with Salsa,1,0,2,14
2276,2856455,7264583,U1120,Mexican-style Lasagna,1,0,2,14
2277,2856455,7264583,U1037,Mexican Beef and Cheese Wontons with Salsa,1,0,2,14
2278,2856455,7264583,U1120,The Munroe Melt,1,0,2,14
2279,2856455,3751857,U1072,Yaki Udon With Beef,2,1,2,5
2280,2856455,3751857,U1035,Grilled Teriyaki-Glazed Salmon,2,1,2,5
2281,2856455,3751857,U1072,Roasted Vegetables,2,1,2,5
2282,2856455,3751857,U1035,Roasted-Garlic Mashed Potatoes,2,1,2,5
2283,2856455,3751857,U1117,The Munroe Melt,2,1,2,5
2284,2856455,3751857,U1072,Sushi Deviled Eggs | Elegant Appetizers,2,1,2,5
2285,2856455,3751857,U1117,Layered Chicken and Black Bean Enchilada Casserole,2,1,2,5
2286,2856455,3751857,U1035,Mexican Ham and Bean Soup,2,1,2,5
