groupuser_id,group_id,nickname,creation_date
6876933,8041924,U1107,20/1/2022
148350,8041924,U1123,20/1/2022
992920,2169624,U1068,6/3/2022
3034352,2169624,U1103,6/3/2022
9465070,2169624,U1031,6/3/2022
4040809,2169624,U1082,6/3/2022
9417029,5619486,U1026,5/3/2022
4567641,5619486,U1129,5/3/2022
8177285,5619486,U1065,5/3/2022
7849848,7954543,U1072,13/9/2021
6832099,7954543,U1117,13/9/2021
3775910,7954543,U1035,13/9/2021
2711066,2848941,U1077,7/5/2022
782349,2848941,U1055,7/5/2022
2158273,2848941,U1053,7/5/2022
3386428,2848941,U1081,7/5/2022
9967794,2848941,U1001,7/5/2022
4634551,2848941,U1056,7/5/2022
8399063,2848941,U1134,7/5/2022
4491348,2848941,U1116,7/5/2022
5656757,2848941,U1024,7/5/2022
405313,2848941,U1132,7/5/2022
5852295,2848941,U1036,7/5/2022
308189,2848941,U1071,7/5/2022
7790418,2848941,U1049,7/5/2022
4842032,2848941,U1104,7/5/2022
3867753,2848941,U1045,7/5/2022
2757864,8365768,U1055,20/5/2022
5246133,8365768,U1126,20/5/2022
742636,8365768,U1024,20/5/2022
2702838,7891866,U1030,14/1/2022
385479,7891866,U1012,14/1/2022
4377054,7891866,U1117,14/1/2022
1713810,1592660,U1120,24/5/2022
5534314,1592660,U1037,24/5/2022
7596179,1592660,U1069,24/5/2022
6833864,1592660,U1111,24/5/2022
2045551,1818967,U1068,16/7/2021
5430617,1818967,U1060,16/7/2021
188417,1818967,U1123,16/7/2021
5248807,1818967,U1021,16/7/2021
1165396,5807408,U1070,28/9/2021
4692377,5807408,U1082,28/9/2021
748200,5807408,U1123,28/9/2021
2939122,5807408,U1080,28/9/2021
5029519,6942260,U1093,8/9/2021
259738,6942260,U1100,8/9/2021
1338995,6942260,U1074,8/9/2021
6019783,5565148,U1082,12/5/2022
3734502,5565148,U1123,12/5/2022
8694686,5565148,U1050,12/5/2022
5183089,5565148,U1087,12/5/2022
615869,838989,U1052,23/9/2022
4409849,838989,U1069,23/9/2022
8820151,838989,U1008,23/9/2022
4755076,4907814,U1134,10/8/2021
9440805,4907814,U1036,10/8/2021
1157160,4907814,U1113,10/8/2021
7916378,4907814,U1106,10/8/2021
8138498,4907814,U1009,10/8/2021
6977650,9925584,U1084,6/11/2021
9329672,9925584,U1095,6/11/2021
7792706,9925584,U1034,6/11/2021
5870781,8502318,U1055,3/8/2021
858252,8502318,U1053,3/8/2021
1944967,8502318,U1018,3/8/2021
8348118,8502318,U1022,3/8/2021
8381745,8502318,U1116,3/8/2021
9012231,5239527,U1093,4/9/2022
7556550,5239527,U1066,4/9/2022
3318828,5239527,U1040,4/9/2022
8301290,7741090,U1031,6/5/2022
4067072,7741090,U1026,6/5/2022
9307460,7741090,U1065,6/5/2022
6063709,7741090,U1129,6/5/2022
4027552,3829505,U1068,13/7/2021
9631249,3829505,U1067,13/7/2021
6937108,3829505,U1103,13/7/2021
7204278,3829505,U1082,13/7/2021
9999048,2053764,U1055,28/4/2021
2598149,2053764,U1053,28/4/2021
9958690,2053764,U1134,28/4/2021
4044844,2053764,U1036,28/4/2021
3960550,2053764,U1106,28/4/2021
3463673,2053764,U1009,28/4/2021
944125,2053764,U1122,28/4/2021
2621072,2053764,U1089,28/4/2021
5684462,2053764,U1029,28/4/2021
2811854,5715911,U1083,18/4/2022
495547,5715911,U1134,18/4/2022
423371,5715911,U1046,18/4/2022
9966602,8297839,U1083,10/12/2022
5915891,8297839,U1134,10/12/2022
84170,8297839,U1046,10/12/2022
2958057,7911698,U1083,15/6/2021
6128747,7911698,U1048,15/6/2021
5263451,7911698,U1003,15/6/2021
7148817,7911698,U1137,15/6/2021
7012221,6179546,U1067,7/8/2022
3289810,6179546,U1103,7/8/2022
619078,6179546,U1107,7/8/2022
2511787,6179546,U1123,7/8/2022
6658332,8050570,U1072,21/4/2022
9570966,8050570,U1117,21/4/2022
259045,8050570,U1035,21/4/2022
2977462,3517624,U1055,10/12/2022
808626,3517624,U1053,10/12/2022
878700,3517624,U1018,10/12/2022
318389,3517624,U1022,10/12/2022
6460276,3517624,U1116,10/12/2022
3427949,3517624,U1132,10/12/2022
4413551,3517624,U1036,10/12/2022
7211171,3517624,U1071,10/12/2022
4024503,3517624,U1104,10/12/2022
2286511,3517624,U1007,10/12/2022
4351716,8852340,U1023,20/8/2022
4353895,8852340,U1021,20/8/2022
1075461,8852340,U1080,20/8/2022
3295308,6357186,U1044,14/10/2022
7059618,6357186,U1118,14/10/2022
836438,6357186,U1035,14/10/2022
3616678,9145990,U1093,7/4/2022
3088403,9145990,U1066,7/4/2022
9344540,9145990,U1040,7/4/2022
2293517,1504288,U1081,27/10/2022
3395331,1504288,U1056,27/10/2022
4338984,1504288,U1076,27/10/2022
589393,1504288,U1116,27/10/2022
6938608,1504288,U1024,27/10/2022
7125387,1504288,U1132,27/10/2022
4128106,15000,U1138,3/4/2021
972649,15000,U1027,3/4/2021
7146576,15000,U1090,3/4/2021
7074620,15000,U1128,3/4/2021
7927668,4141834,U1083,7/6/2022
9172352,4141834,U1134,7/6/2022
6749509,4141834,U1046,7/6/2022
6463922,3911918,U1052,18/4/2021
2840928,3911918,U1069,18/4/2021
780999,3911918,U1008,18/4/2021
3127080,4418528,U1053,21/1/2021
1590722,4418528,U1064,21/1/2021
9234240,4418528,U1014,21/1/2021
2031177,4418528,U1125,21/1/2021
7304276,4418528,U1076,21/1/2021
6734550,4418528,U1024,21/1/2021
8743583,4418528,U1005,21/1/2021
1855940,4418528,U1036,21/1/2021
991329,4418528,U1071,21/1/2021
7821109,4418528,U1106,21/1/2021
1419766,4418528,U1016,21/1/2021
1568055,1230821,U1052,3/6/2022
9077203,1230821,U1069,3/6/2022
4793236,1230821,U1008,3/6/2022
7816119,1230821,U1111,3/6/2022
6938529,1230821,U1037,3/6/2022
635995,1230821,U1015,3/6/2022
8385133,2654890,U1081,3/6/2021
2675818,2654890,U1056,3/6/2021
9510697,2654890,U1076,3/6/2021
3320979,2654890,U1116,3/6/2021
3707250,6393241,U1083,9/2/2021
4392769,6393241,U1048,9/2/2021
4013586,6393241,U1003,9/2/2021
6898350,6393241,U1137,9/2/2021
2210167,3333229,U1055,20/3/2022
9813416,3333229,U1126,20/3/2022
1139156,3333229,U1024,20/3/2022
5657661,1016551,U1023,25/12/2022
6349028,1016551,U1021,25/12/2022
4116076,1016551,U1080,25/12/2022
6755340,5833863,U1082,15/9/2022
8283150,5833863,U1123,15/9/2022
4759964,5833863,U1050,15/9/2022
9210064,5833863,U1087,15/9/2022
9986283,8561487,U1108,19/2/2021
3050577,8561487,U1055,19/2/2021
9782709,8561487,U1081,19/2/2021
1597893,8561487,U1106,19/2/2021
5995970,8561487,U1024,19/2/2021
7316859,8561487,U1132,19/2/2021
5252440,8561487,U1004,19/2/2021
9720641,8561487,U1071,19/2/2021
7903188,8561487,U1135,19/2/2021
8479451,8561487,U1109,19/2/2021
1160502,8561487,U1033,19/2/2021
2982737,8561487,U1089,19/2/2021
3457345,8561487,U1059,19/2/2021
